value,createdAt
18.47,2019-09-05T12:30:02.000Z
18.47,2019-09-05T12:29:32.000Z
18.45,2019-09-05T12:29:02.000Z
18.45,2019-09-05T12:28:32.000Z
18.45,2019-09-05T12:28:02.000Z
18.45,2019-09-05T12:27:32.000Z
18.44,2019-09-05T12:27:02.000Z
18.44,2019-09-05T12:26:32.000Z
18.45,2019-09-05T12:26:01.000Z
18.44,2019-09-05T12:25:31.000Z
18.44,2019-09-05T12:25:01.000Z
18.43,2019-09-05T12:24:31.000Z
18.44,2019-09-05T12:24:01.000Z
18.43,2019-09-05T12:23:30.000Z
18.43,2019-09-05T12:23:00.000Z
18.43,2019-09-05T12:22:30.000Z
18.44,2019-09-05T12:22:00.000Z
18.44,2019-09-05T12:21:30.000Z
18.44,2019-09-05T12:21:00.000Z
18.44,2019-09-05T12:20:30.000Z
18.44,2019-09-05T12:20:00.000Z
18.44,2019-09-05T12:19:30.000Z
18.44,2019-09-05T12:19:00.000Z
18.41,2019-09-05T12:18:29.000Z
18.41,2019-09-05T12:17:59.000Z
18.41,2019-09-05T12:17:29.000Z
18.43,2019-09-05T12:16:59.000Z
18.41,2019-09-05T12:16:29.000Z
18.41,2019-09-05T12:15:59.000Z
18.43,2019-09-05T12:15:29.000Z
18.41,2019-09-05T12:14:59.000Z
18.43,2019-09-05T12:14:29.000Z
18.43,2019-09-05T12:13:58.000Z
18.43,2019-09-05T12:13:28.000Z
18.43,2019-09-05T12:12:58.000Z
18.41,2019-09-05T12:12:28.000Z
18.41,2019-09-05T12:11:58.000Z
18.41,2019-09-05T12:11:28.000Z
18.41,2019-09-05T12:10:58.000Z
18.41,2019-09-05T12:10:28.000Z
18.41,2019-09-05T12:09:58.000Z
18.41,2019-09-05T12:09:27.000Z
18.41,2019-09-05T12:08:57.000Z
18.41,2019-09-05T12:08:27.000Z
18.40,2019-09-05T12:07:57.000Z
18.41,2019-09-05T12:07:27.000Z
18.40,2019-09-05T12:06:57.000Z
18.38,2019-09-05T12:06:27.000Z
18.40,2019-09-05T12:05:57.000Z
18.38,2019-09-05T12:05:27.000Z
18.38,2019-09-05T12:04:56.000Z
18.40,2019-09-05T12:04:26.000Z
18.38,2019-09-05T12:03:56.000Z
18.38,2019-09-05T12:03:26.000Z
18.38,2019-09-05T12:02:56.000Z
18.38,2019-09-05T12:02:26.000Z
18.38,2019-09-05T12:01:56.000Z
18.38,2019-09-05T12:01:26.000Z
18.37,2019-09-05T12:00:56.000Z
18.38,2019-09-05T12:00:25.000Z
18.35,2019-09-05T11:59:55.000Z
18.37,2019-09-05T11:59:25.000Z
18.37,2019-09-05T11:58:55.000Z
18.35,2019-09-05T11:58:25.000Z
18.35,2019-09-05T11:57:55.000Z
18.35,2019-09-05T11:57:25.000Z
18.34,2019-09-05T11:56:55.000Z
18.34,2019-09-05T11:56:25.000Z
18.34,2019-09-05T11:55:54.000Z
18.34,2019-09-05T11:55:24.000Z
18.34,2019-09-05T11:54:54.000Z
18.33,2019-09-05T11:54:24.000Z
18.33,2019-09-05T11:53:54.000Z
18.31,2019-09-05T11:53:24.000Z
18.33,2019-09-05T11:52:53.000Z
18.33,2019-09-05T11:52:23.000Z
18.31,2019-09-05T11:51:53.000Z
18.29,2019-09-05T11:51:23.000Z
18.29,2019-09-05T11:50:53.000Z
18.29,2019-09-05T11:50:23.000Z
18.29,2019-09-05T11:49:53.000Z
18.29,2019-09-05T11:49:23.000Z
18.29,2019-09-05T11:48:53.000Z
18.29,2019-09-05T11:48:22.000Z
18.29,2019-09-05T11:47:52.000Z
18.28,2019-09-05T11:47:22.000Z
18.26,2019-09-05T11:46:52.000Z
18.28,2019-09-05T11:46:22.000Z
18.26,2019-09-05T11:45:52.000Z
18.26,2019-09-05T11:45:22.000Z
18.28,2019-09-05T11:44:52.000Z
18.25,2019-09-05T11:44:22.000Z
18.26,2019-09-05T11:43:51.000Z
18.25,2019-09-05T11:43:21.000Z
18.25,2019-09-05T11:42:51.000Z
18.23,2019-09-05T11:42:21.000Z
18.25,2019-09-05T11:41:51.000Z
18.25,2019-09-05T11:41:21.000Z
18.25,2019-09-05T11:40:51.000Z
18.22,2019-09-05T11:40:21.000Z
18.22,2019-09-05T11:39:51.000Z
18.22,2019-09-05T11:39:20.000Z
18.20,2019-09-05T11:38:50.000Z
18.22,2019-09-05T11:38:20.000Z
18.19,2019-09-05T11:37:50.000Z
18.20,2019-09-05T11:37:20.000Z
18.19,2019-09-05T11:36:50.000Z
18.18,2019-09-05T11:36:20.000Z
18.19,2019-09-05T11:35:50.000Z
18.19,2019-09-05T11:35:20.000Z
18.18,2019-09-05T11:34:50.000Z
18.16,2019-09-05T11:34:19.000Z
18.15,2019-09-05T11:33:49.000Z
18.15,2019-09-05T11:33:19.000Z
18.13,2019-09-05T11:32:49.000Z
18.11,2019-09-05T11:32:19.000Z
18.11,2019-09-05T11:31:49.000Z
18.11,2019-09-05T11:31:19.000Z
18.08,2019-09-05T11:30:49.000Z
18.07,2019-09-05T11:30:19.000Z
18.07,2019-09-05T11:29:48.000Z
18.05,2019-09-05T11:29:18.000Z
18.05,2019-09-05T11:28:48.000Z
18.03,2019-09-05T11:28:18.000Z
18.00,2019-09-05T11:27:48.000Z
18.01,2019-09-05T11:27:18.000Z
17.98,2019-09-05T11:26:48.000Z
17.97,2019-09-05T11:26:18.000Z
17.95,2019-09-05T11:25:47.000Z
17.94,2019-09-05T11:25:17.000Z
17.92,2019-09-05T11:24:47.000Z
17.89,2019-09-05T11:24:17.000Z
17.86,2019-09-05T11:23:47.000Z
17.83,2019-09-05T11:23:17.000Z
17.80,2019-09-05T11:22:47.000Z
17.78,2019-09-05T11:22:16.000Z
17.71,2019-09-05T11:21:46.000Z
17.65,2019-09-05T11:21:16.000Z
17.60,2019-09-05T11:20:46.000Z
17.52,2019-09-05T11:20:16.000Z
17.46,2019-09-05T11:19:46.000Z
17.38,2019-09-05T11:19:16.000Z
17.31,2019-09-05T11:18:46.000Z
17.26,2019-09-05T11:18:16.000Z
17.30,2019-09-05T11:17:46.000Z
17.36,2019-09-05T11:17:16.000Z
17.41,2019-09-05T11:16:45.000Z
17.48,2019-09-05T11:16:15.000Z
17.44,2019-09-05T11:15:45.000Z
17.38,2019-09-05T11:15:15.000Z
17.45,2019-09-05T11:14:45.000Z
17.44,2019-09-05T11:14:15.000Z
17.41,2019-09-05T11:13:45.000Z
17.34,2019-09-05T11:13:15.000Z
17.30,2019-09-05T11:12:45.000Z
17.30,2019-09-05T11:12:14.000Z
17.42,2019-09-05T11:11:44.000Z
17.56,2019-09-05T11:11:14.000Z
17.57,2019-09-05T11:10:44.000Z
17.65,2019-09-05T11:10:14.000Z
17.71,2019-09-05T11:09:44.000Z
17.83,2019-09-05T11:09:14.000Z
17.85,2019-09-05T11:08:44.000Z
17.80,2019-09-05T11:08:14.000Z
17.76,2019-09-05T11:07:43.000Z
17.71,2019-09-05T11:07:13.000Z
17.70,2019-09-05T11:06:43.000Z
17.71,2019-09-05T11:06:13.000Z
17.67,2019-09-05T11:05:43.000Z
17.65,2019-09-05T11:05:13.000Z
17.67,2019-09-05T11:04:43.000Z
17.70,2019-09-05T11:04:13.000Z
17.78,2019-09-05T11:03:43.000Z
17.85,2019-09-05T11:03:12.000Z
17.89,2019-09-05T11:02:42.000Z
17.85,2019-09-05T11:02:12.000Z
17.82,2019-09-05T11:01:42.000Z
17.74,2019-09-05T11:01:12.000Z
17.70,2019-09-05T11:00:42.000Z
17.64,2019-09-05T11:00:12.000Z
17.59,2019-09-05T10:59:42.000Z
17.57,2019-09-05T10:59:12.000Z
17.64,2019-09-05T10:58:41.000Z
17.65,2019-09-05T10:58:11.000Z
17.64,2019-09-05T10:57:41.000Z
17.56,2019-09-05T10:57:11.000Z
17.49,2019-09-05T10:56:41.000Z
17.45,2019-09-05T10:56:11.000Z
17.44,2019-09-05T10:55:41.000Z
17.41,2019-09-05T10:55:11.000Z
17.39,2019-09-05T10:54:41.000Z
17.36,2019-09-05T10:54:11.000Z
17.44,2019-09-05T10:53:40.000Z
17.54,2019-09-05T10:53:10.000Z
17.57,2019-09-05T10:52:40.000Z
17.49,2019-09-05T10:52:10.000Z
17.39,2019-09-05T10:51:40.000Z
17.30,2019-09-05T10:51:10.000Z
17.15,2019-09-05T10:50:40.000Z
17.05,2019-09-05T10:50:10.000Z
16.96,2019-09-05T10:49:40.000Z
16.93,2019-09-05T10:49:09.000Z
16.91,2019-09-05T10:48:39.000Z
16.93,2019-09-05T10:48:09.000Z
17.02,2019-09-05T10:47:39.000Z
16.99,2019-09-05T10:47:09.000Z
16.94,2019-09-05T10:46:39.000Z
16.94,2019-09-05T10:46:09.000Z
16.93,2019-09-05T10:45:38.000Z
16.94,2019-09-05T10:45:08.000Z
16.97,2019-09-05T10:44:38.000Z
17.06,2019-09-05T10:44:08.000Z
17.06,2019-09-05T10:43:38.000Z
17.04,2019-09-05T10:43:08.000Z
17.02,2019-09-05T10:42:38.000Z
16.91,2019-09-05T10:42:07.000Z
16.84,2019-09-05T10:41:37.000Z
16.81,2019-09-05T10:41:07.000Z
16.75,2019-09-05T10:40:37.000Z
16.75,2019-09-05T10:40:07.000Z
16.94,2019-09-05T10:39:37.000Z
16.99,2019-09-05T10:39:07.000Z
16.94,2019-09-05T10:38:37.000Z
16.89,2019-09-05T10:38:07.000Z
16.84,2019-09-05T10:37:36.000Z
16.71,2019-09-05T10:37:06.000Z
16.61,2019-09-05T10:36:36.000Z
16.65,2019-09-05T10:36:06.000Z
16.61,2019-09-05T10:35:36.000Z
16.60,2019-09-05T10:35:06.000Z
16.72,2019-09-05T10:34:36.000Z
16.74,2019-09-05T10:34:06.000Z
16.72,2019-09-05T10:33:36.000Z
16.65,2019-09-05T10:33:05.000Z
16.66,2019-09-05T10:32:35.000Z
16.69,2019-09-05T10:32:05.000Z
16.74,2019-09-05T10:31:35.000Z
16.81,2019-09-05T10:31:05.000Z
16.83,2019-09-05T10:30:35.000Z
16.72,2019-09-05T10:30:05.000Z
16.61,2019-09-05T10:29:35.000Z
16.66,2019-09-05T10:29:05.000Z
16.72,2019-09-05T10:28:35.000Z
16.81,2019-09-05T10:28:04.000Z
16.79,2019-09-05T10:27:34.000Z
16.93,2019-09-05T10:27:04.000Z
16.90,2019-09-05T10:26:34.000Z
16.79,2019-09-05T10:26:04.000Z
16.68,2019-09-05T10:25:34.000Z
16.56,2019-09-05T10:25:04.000Z
16.47,2019-09-05T10:24:34.000Z
16.58,2019-09-05T10:24:04.000Z
16.68,2019-09-05T10:23:33.000Z
16.74,2019-09-05T10:23:03.000Z
16.71,2019-09-05T10:22:33.000Z
16.79,2019-09-05T10:22:03.000Z
16.69,2019-09-05T10:21:33.000Z
16.58,2019-09-05T10:21:03.000Z
16.56,2019-09-05T10:20:33.000Z
16.57,2019-09-05T10:20:03.000Z
16.65,2019-09-05T10:19:33.000Z
16.71,2019-09-05T10:19:02.000Z
16.74,2019-09-05T10:18:32.000Z
16.68,2019-09-05T10:18:02.000Z
16.65,2019-09-05T10:17:32.000Z
16.72,2019-09-05T10:17:02.000Z
16.79,2019-09-05T10:16:32.000Z
16.84,2019-09-05T10:16:02.000Z
16.90,2019-09-05T10:15:31.000Z
16.84,2019-09-05T10:15:01.000Z
16.78,2019-09-05T10:14:31.000Z
16.71,2019-09-05T10:14:01.000Z
16.72,2019-09-05T10:13:31.000Z
16.75,2019-09-05T10:13:01.000Z
16.72,2019-09-05T10:12:31.000Z
16.75,2019-09-05T10:12:00.000Z
16.79,2019-09-05T10:11:30.000Z
16.91,2019-09-05T10:11:00.000Z
16.83,2019-09-05T10:10:30.000Z
16.89,2019-09-05T10:10:00.000Z
16.89,2019-09-05T10:09:30.000Z
16.81,2019-09-05T10:09:00.000Z
16.79,2019-09-05T10:08:30.000Z
16.72,2019-09-05T10:08:00.000Z
16.65,2019-09-05T10:07:30.000Z
16.64,2019-09-05T10:06:59.000Z
16.57,2019-09-05T10:06:29.000Z
16.51,2019-09-05T10:05:59.000Z
16.68,2019-09-05T10:05:29.000Z
16.58,2019-09-05T10:04:59.000Z
16.51,2019-09-05T10:04:29.000Z
16.60,2019-09-05T10:03:59.000Z
16.72,2019-09-05T10:03:29.000Z
16.79,2019-09-05T10:02:59.000Z
16.81,2019-09-05T10:02:28.000Z
16.93,2019-09-05T10:01:58.000Z
16.93,2019-09-05T10:01:28.000Z
16.86,2019-09-05T10:00:58.000Z
16.79,2019-09-05T10:00:28.000Z
16.75,2019-09-05T09:59:58.000Z
16.76,2019-09-05T09:59:28.000Z
16.76,2019-09-05T09:58:58.000Z
16.76,2019-09-05T09:58:28.000Z
16.76,2019-09-05T09:57:57.000Z
16.83,2019-09-05T09:57:27.000Z
16.78,2019-09-05T09:56:57.000Z
16.76,2019-09-05T09:56:27.000Z
16.78,2019-09-05T09:55:57.000Z
16.89,2019-09-05T09:55:27.000Z
17.01,2019-09-05T09:54:57.000Z
16.93,2019-09-05T09:54:27.000Z
16.87,2019-09-05T09:53:57.000Z
16.86,2019-09-05T09:53:26.000Z
16.75,2019-09-05T09:52:56.000Z
16.65,2019-09-05T09:52:26.000Z
16.64,2019-09-05T09:51:56.000Z
16.69,2019-09-05T09:51:26.000Z
16.78,2019-09-05T09:50:56.000Z
16.71,2019-09-05T09:50:26.000Z
16.66,2019-09-05T09:49:56.000Z
16.60,2019-09-05T09:49:26.000Z
16.54,2019-09-05T09:48:55.000Z
16.61,2019-09-05T09:48:25.000Z
16.78,2019-09-05T09:47:55.000Z
16.89,2019-09-05T09:47:25.000Z
17.04,2019-09-05T09:46:55.000Z
17.04,2019-09-05T09:46:25.000Z
17.05,2019-09-05T09:45:55.000Z
17.06,2019-09-05T09:45:24.000Z
16.93,2019-09-05T09:44:54.000Z
16.87,2019-09-05T09:44:24.000Z
16.87,2019-09-05T09:43:54.000Z
16.84,2019-09-05T09:43:24.000Z
16.76,2019-09-05T09:42:54.000Z
16.79,2019-09-05T09:42:24.000Z
16.83,2019-09-05T09:41:54.000Z
16.99,2019-09-05T09:41:24.000Z
17.08,2019-09-05T09:40:53.000Z
17.19,2019-09-05T09:40:23.000Z
17.19,2019-09-05T09:39:53.000Z
17.05,2019-09-05T09:39:23.000Z
17.01,2019-09-05T09:38:53.000Z
17.02,2019-09-05T09:38:23.000Z
17.16,2019-09-05T09:37:53.000Z
17.19,2019-09-05T09:37:23.000Z
17.23,2019-09-05T09:36:53.000Z
17.20,2019-09-05T09:36:23.000Z
17.22,2019-09-05T09:35:52.000Z
17.11,2019-09-05T09:35:22.000Z
16.99,2019-09-05T09:34:52.000Z
16.97,2019-09-05T09:34:22.000Z
16.96,2019-09-05T09:33:52.000Z
16.93,2019-09-05T09:33:22.000Z
16.83,2019-09-05T09:32:52.000Z
16.86,2019-09-05T09:32:22.000Z
16.75,2019-09-05T09:31:52.000Z
16.66,2019-09-05T09:31:21.000Z
16.66,2019-09-05T09:30:51.000Z
16.78,2019-09-05T09:30:21.000Z
16.90,2019-09-05T09:29:51.000Z
17.12,2019-09-05T09:29:21.000Z
17.12,2019-09-05T09:28:51.000Z
17.23,2019-09-05T09:28:21.000Z
17.20,2019-09-05T09:27:51.000Z
17.26,2019-09-05T09:27:21.000Z
17.39,2019-09-05T09:26:50.000Z
17.54,2019-09-05T09:26:20.000Z
17.56,2019-09-05T09:25:50.000Z
17.92,2019-09-05T09:25:20.000Z
18.40,2019-09-05T09:24:50.000Z
18.52,2019-09-05T09:24:20.000Z
18.52,2019-09-05T09:23:50.000Z
18.52,2019-09-05T09:23:20.000Z
18.52,2019-09-05T09:22:50.000Z
18.52,2019-09-05T09:22:20.000Z
18.53,2019-09-05T09:21:49.000Z
18.52,2019-09-05T09:21:19.000Z
18.53,2019-09-05T09:20:49.000Z
18.53,2019-09-05T09:20:19.000Z
18.52,2019-09-05T09:19:49.000Z
18.52,2019-09-05T09:19:19.000Z
18.52,2019-09-05T09:18:49.000Z
18.50,2019-09-05T09:18:19.000Z
18.52,2019-09-05T09:17:49.000Z
18.50,2019-09-05T09:17:18.000Z
18.50,2019-09-05T09:16:48.000Z
18.50,2019-09-05T09:16:18.000Z
18.52,2019-09-05T09:15:48.000Z
18.50,2019-09-05T09:15:18.000Z
18.50,2019-09-05T09:14:48.000Z
18.50,2019-09-05T09:14:18.000Z
18.52,2019-09-05T09:13:48.000Z
18.50,2019-09-05T09:13:18.000Z
18.52,2019-09-05T09:12:47.000Z
18.50,2019-09-05T09:12:17.000Z
18.50,2019-09-05T09:11:47.000Z
18.50,2019-09-05T09:11:17.000Z
18.50,2019-09-05T09:10:47.000Z
18.49,2019-09-05T09:10:17.000Z
18.50,2019-09-05T09:09:47.000Z
18.52,2019-09-05T09:09:17.000Z
18.50,2019-09-05T09:08:47.000Z
18.50,2019-09-05T09:08:16.000Z
18.50,2019-09-05T09:07:46.000Z
18.50,2019-09-05T09:07:16.000Z
18.50,2019-09-05T09:06:46.000Z
18.50,2019-09-05T09:06:16.000Z
18.49,2019-09-05T09:05:46.000Z
18.49,2019-09-05T09:05:15.000Z
18.50,2019-09-05T09:04:45.000Z
18.49,2019-09-05T09:04:15.000Z
18.50,2019-09-05T09:03:45.000Z
18.52,2019-09-05T09:03:15.000Z
18.50,2019-09-05T09:02:45.000Z
18.50,2019-09-05T09:02:15.000Z
18.49,2019-09-05T09:01:45.000Z
18.50,2019-09-05T09:01:15.000Z
18.49,2019-09-05T09:00:44.000Z
18.49,2019-09-05T09:00:14.000Z
18.50,2019-09-05T08:59:44.000Z
18.49,2019-09-05T08:59:14.000Z
18.49,2019-09-05T08:58:44.000Z
18.50,2019-09-05T08:58:14.000Z
18.49,2019-09-05T08:57:44.000Z
18.49,2019-09-05T08:57:14.000Z
18.50,2019-09-05T08:56:44.000Z
18.49,2019-09-05T08:56:13.000Z
18.49,2019-09-05T08:55:43.000Z
18.49,2019-09-05T08:55:13.000Z
18.49,2019-09-05T08:54:43.000Z
18.47,2019-09-05T08:54:13.000Z
18.49,2019-09-05T08:53:43.000Z
18.49,2019-09-05T08:53:13.000Z
18.49,2019-09-05T08:52:43.000Z
18.47,2019-09-05T08:52:13.000Z
18.47,2019-09-05T08:51:42.000Z
18.47,2019-09-05T08:51:12.000Z
18.47,2019-09-05T08:50:42.000Z
18.49,2019-09-05T08:50:12.000Z
18.47,2019-09-05T08:49:42.000Z
18.47,2019-09-05T08:49:12.000Z
18.47,2019-09-05T08:48:42.000Z
18.47,2019-09-05T08:48:12.000Z
18.47,2019-09-05T08:47:42.000Z
18.45,2019-09-05T08:47:12.000Z
18.47,2019-09-05T08:46:41.000Z
18.45,2019-09-05T08:46:11.000Z
18.45,2019-09-05T08:45:41.000Z
18.45,2019-09-05T08:45:11.000Z
18.45,2019-09-05T08:44:41.000Z
18.44,2019-09-05T08:44:11.000Z
18.45,2019-09-05T08:43:41.000Z
18.45,2019-09-05T08:43:11.000Z
18.45,2019-09-05T08:42:41.000Z
18.45,2019-09-05T08:42:10.000Z
18.44,2019-09-05T08:41:40.000Z
18.44,2019-09-05T08:41:10.000Z
18.43,2019-09-05T08:40:40.000Z
18.44,2019-09-05T08:40:10.000Z
18.43,2019-09-05T08:39:40.000Z
18.41,2019-09-05T08:39:10.000Z
18.44,2019-09-05T08:38:40.000Z
18.41,2019-09-05T08:38:10.000Z
18.41,2019-09-05T08:37:39.000Z
18.41,2019-09-05T08:37:09.000Z
18.41,2019-09-05T08:36:39.000Z
18.40,2019-09-05T08:36:09.000Z
18.41,2019-09-05T08:35:39.000Z
18.40,2019-09-05T08:35:08.000Z
18.40,2019-09-05T08:34:38.000Z
18.38,2019-09-05T08:34:08.000Z
18.40,2019-09-05T08:33:38.000Z
18.38,2019-09-05T08:33:08.000Z
18.38,2019-09-05T08:32:38.000Z
18.38,2019-09-05T08:32:08.000Z
18.37,2019-09-05T08:31:38.000Z
18.37,2019-09-05T08:31:08.000Z
18.37,2019-09-05T08:30:37.000Z
18.37,2019-09-05T08:30:07.000Z
18.38,2019-09-05T08:29:37.000Z
18.38,2019-09-05T08:29:07.000Z
18.38,2019-09-05T08:28:37.000Z
18.37,2019-09-05T08:28:07.000Z
18.38,2019-09-05T08:27:37.000Z
18.38,2019-09-05T08:27:07.000Z
18.38,2019-09-05T08:26:37.000Z
18.38,2019-09-05T08:26:07.000Z
18.38,2019-09-05T08:25:36.000Z
18.38,2019-09-05T08:25:06.000Z
18.38,2019-09-05T08:24:36.000Z
18.38,2019-09-05T08:24:06.000Z
18.38,2019-09-05T08:23:36.000Z
18.40,2019-09-05T08:23:06.000Z
18.40,2019-09-05T08:22:36.000Z
18.40,2019-09-05T08:22:06.000Z
18.38,2019-09-05T08:21:36.000Z
18.40,2019-09-05T08:21:05.000Z
18.40,2019-09-05T08:20:35.000Z
18.40,2019-09-05T08:20:05.000Z
18.40,2019-09-05T08:19:35.000Z
18.41,2019-09-05T08:19:05.000Z
18.41,2019-09-05T08:18:35.000Z
18.41,2019-09-05T08:18:05.000Z
18.40,2019-09-05T08:17:35.000Z
18.41,2019-09-05T08:17:05.000Z
18.43,2019-09-05T08:16:34.000Z
18.41,2019-09-05T08:16:04.000Z
18.40,2019-09-05T08:15:34.000Z
18.41,2019-09-05T08:15:04.000Z
18.41,2019-09-05T08:14:34.000Z
18.43,2019-09-05T08:14:04.000Z
18.41,2019-09-05T08:13:34.000Z
18.41,2019-09-05T08:13:04.000Z
18.41,2019-09-05T08:12:34.000Z
18.43,2019-09-05T08:12:03.000Z
18.41,2019-09-05T08:11:33.000Z
18.43,2019-09-05T08:11:03.000Z
18.43,2019-09-05T08:10:33.000Z
18.43,2019-09-05T08:10:03.000Z
18.41,2019-09-05T08:09:33.000Z
18.43,2019-09-05T08:09:03.000Z
18.43,2019-09-05T08:08:33.000Z
18.41,2019-09-05T08:08:03.000Z
18.43,2019-09-05T08:07:32.000Z
18.43,2019-09-05T08:07:02.000Z
18.41,2019-09-05T08:06:32.000Z
18.43,2019-09-05T08:06:02.000Z
18.43,2019-09-05T08:05:32.000Z
18.43,2019-09-05T08:05:02.000Z
18.44,2019-09-05T08:04:31.000Z
18.43,2019-09-05T08:04:01.000Z
18.44,2019-09-05T08:03:31.000Z
18.44,2019-09-05T08:03:01.000Z
18.44,2019-09-05T08:02:31.000Z
18.44,2019-09-05T08:02:01.000Z
18.45,2019-09-05T08:01:31.000Z
18.44,2019-09-05T08:01:01.000Z
18.44,2019-09-05T08:00:31.000Z
18.44,2019-09-05T08:00:00.000Z
18.44,2019-09-05T07:59:30.000Z
18.43,2019-09-05T07:59:00.000Z
18.44,2019-09-05T07:58:30.000Z
18.44,2019-09-05T07:58:00.000Z
18.44,2019-09-05T07:57:30.000Z
18.44,2019-09-05T07:57:00.000Z
18.44,2019-09-05T07:56:30.000Z
18.45,2019-09-05T07:56:00.000Z
18.44,2019-09-05T07:55:29.000Z
18.45,2019-09-05T07:54:59.000Z
18.43,2019-09-05T07:54:29.000Z
18.44,2019-09-05T07:53:59.000Z
18.43,2019-09-05T07:53:29.000Z
18.43,2019-09-05T07:52:59.000Z
18.43,2019-09-05T07:52:29.000Z
18.43,2019-09-05T07:51:59.000Z
18.44,2019-09-05T07:51:29.000Z
18.43,2019-09-05T07:50:58.000Z
18.43,2019-09-05T07:50:28.000Z
18.44,2019-09-05T07:49:58.000Z
18.44,2019-09-05T07:49:28.000Z
18.43,2019-09-05T07:48:58.000Z
18.44,2019-09-05T07:48:28.000Z
18.45,2019-09-05T07:47:58.000Z
18.43,2019-09-05T07:47:28.000Z
18.44,2019-09-05T07:46:58.000Z
18.43,2019-09-05T07:46:28.000Z
18.43,2019-09-05T07:45:57.000Z
18.44,2019-09-05T07:45:27.000Z
18.43,2019-09-05T07:44:57.000Z
18.44,2019-09-05T07:44:27.000Z
18.44,2019-09-05T07:43:57.000Z
18.44,2019-09-05T07:43:27.000Z
18.45,2019-09-05T07:42:57.000Z
18.45,2019-09-05T07:42:27.000Z
18.44,2019-09-05T07:41:57.000Z
18.45,2019-09-05T07:41:26.000Z
18.45,2019-09-05T07:40:56.000Z
18.45,2019-09-05T07:40:26.000Z
18.44,2019-09-05T07:39:56.000Z
18.45,2019-09-05T07:39:26.000Z
18.45,2019-09-05T07:38:56.000Z
18.45,2019-09-05T07:38:26.000Z
18.45,2019-09-05T07:37:56.000Z
18.45,2019-09-05T07:37:26.000Z
18.44,2019-09-05T07:36:55.000Z
18.45,2019-09-05T07:36:25.000Z
18.43,2019-09-05T07:35:55.000Z
18.44,2019-09-05T07:35:25.000Z
18.44,2019-09-05T07:34:55.000Z
18.44,2019-09-05T07:34:24.000Z
18.45,2019-09-05T07:33:54.000Z
18.44,2019-09-05T07:33:24.000Z
18.44,2019-09-05T07:32:54.000Z
18.45,2019-09-05T07:32:24.000Z
18.45,2019-09-05T07:31:54.000Z
18.45,2019-09-05T07:31:24.000Z
18.45,2019-09-05T07:30:54.000Z
18.44,2019-09-05T07:30:24.000Z
