value,createdAt
18.74,2019-09-05T02:29:56.000Z
18.74,2019-09-05T02:29:26.000Z
18.74,2019-09-05T02:28:56.000Z
18.74,2019-09-05T02:28:26.000Z
18.73,2019-09-05T02:27:55.000Z
18.74,2019-09-05T02:27:25.000Z
18.74,2019-09-05T02:26:55.000Z
18.74,2019-09-05T02:26:25.000Z
18.74,2019-09-05T02:25:55.000Z
18.74,2019-09-05T02:25:25.000Z
18.74,2019-09-05T02:24:55.000Z
18.73,2019-09-05T02:24:25.000Z
18.74,2019-09-05T02:23:55.000Z
18.74,2019-09-05T02:23:25.000Z
18.75,2019-09-05T02:22:55.000Z
18.74,2019-09-05T02:22:24.000Z
18.74,2019-09-05T02:21:54.000Z
18.74,2019-09-05T02:21:24.000Z
18.75,2019-09-05T02:20:54.000Z
18.75,2019-09-05T02:20:24.000Z
18.75,2019-09-05T02:19:54.000Z
18.75,2019-09-05T02:19:24.000Z
18.75,2019-09-05T02:18:54.000Z
18.75,2019-09-05T02:18:24.000Z
18.75,2019-09-05T02:17:54.000Z
18.75,2019-09-05T02:17:23.000Z
18.74,2019-09-05T02:16:53.000Z
18.74,2019-09-05T02:16:23.000Z
18.77,2019-09-05T02:15:53.000Z
18.75,2019-09-05T02:15:23.000Z
18.75,2019-09-05T02:14:53.000Z
18.75,2019-09-05T02:14:23.000Z
18.75,2019-09-05T02:13:53.000Z
18.75,2019-09-05T02:13:23.000Z
18.74,2019-09-05T02:12:53.000Z
18.75,2019-09-05T02:12:23.000Z
18.75,2019-09-05T02:11:52.000Z
18.75,2019-09-05T02:11:22.000Z
18.75,2019-09-05T02:10:52.000Z
18.75,2019-09-05T02:10:22.000Z
18.75,2019-09-05T02:09:52.000Z
18.77,2019-09-05T02:09:22.000Z
18.75,2019-09-05T02:08:52.000Z
18.77,2019-09-05T02:08:22.000Z
18.75,2019-09-05T02:07:52.000Z
18.77,2019-09-05T02:07:22.000Z
18.77,2019-09-05T02:06:51.000Z
18.75,2019-09-05T02:06:21.000Z
18.75,2019-09-05T02:05:51.000Z
18.75,2019-09-05T02:05:21.000Z
18.75,2019-09-05T02:04:51.000Z
18.75,2019-09-05T02:04:21.000Z
18.75,2019-09-05T02:03:51.000Z
18.77,2019-09-05T02:03:21.000Z
18.77,2019-09-05T02:02:51.000Z
18.77,2019-09-05T02:02:21.000Z
18.77,2019-09-05T02:01:51.000Z
18.77,2019-09-05T02:01:20.000Z
18.77,2019-09-05T02:00:50.000Z
18.77,2019-09-05T02:00:20.000Z
18.77,2019-09-05T01:59:50.000Z
18.77,2019-09-05T01:59:20.000Z
18.75,2019-09-05T01:58:50.000Z
18.77,2019-09-05T01:58:20.000Z
18.77,2019-09-05T01:57:50.000Z
18.78,2019-09-05T01:57:20.000Z
18.77,2019-09-05T01:56:50.000Z
18.77,2019-09-05T01:56:19.000Z
18.77,2019-09-05T01:55:49.000Z
18.78,2019-09-05T01:55:19.000Z
18.77,2019-09-05T01:54:49.000Z
18.77,2019-09-05T01:54:19.000Z
18.75,2019-09-05T01:53:49.000Z
18.78,2019-09-05T01:53:19.000Z
18.77,2019-09-05T01:52:49.000Z
18.77,2019-09-05T01:52:19.000Z
18.77,2019-09-05T01:51:49.000Z
18.77,2019-09-05T01:51:19.000Z
18.77,2019-09-05T01:50:48.000Z
18.77,2019-09-05T01:50:18.000Z
18.77,2019-09-05T01:49:48.000Z
18.77,2019-09-05T01:49:18.000Z
18.77,2019-09-05T01:48:48.000Z
18.77,2019-09-05T01:48:18.000Z
18.77,2019-09-05T01:47:48.000Z
18.77,2019-09-05T01:47:18.000Z
18.78,2019-09-05T01:46:48.000Z
18.77,2019-09-05T01:46:18.000Z
18.77,2019-09-05T01:45:48.000Z
18.77,2019-09-05T01:45:17.000Z
18.78,2019-09-05T01:44:47.000Z
18.77,2019-09-05T01:44:17.000Z
18.77,2019-09-05T01:43:47.000Z
18.77,2019-09-05T01:43:17.000Z
18.78,2019-09-05T01:42:47.000Z
18.77,2019-09-05T01:42:17.000Z
18.78,2019-09-05T01:41:47.000Z
18.77,2019-09-05T01:41:17.000Z
18.78,2019-09-05T01:40:47.000Z
18.78,2019-09-05T01:40:16.000Z
18.77,2019-09-05T01:39:46.000Z
18.78,2019-09-05T01:39:16.000Z
18.77,2019-09-05T01:38:46.000Z
18.78,2019-09-05T01:38:16.000Z
18.78,2019-09-05T01:37:46.000Z
18.77,2019-09-05T01:37:16.000Z
18.77,2019-09-05T01:36:46.000Z
18.77,2019-09-05T01:36:16.000Z
18.78,2019-09-05T01:35:45.000Z
18.78,2019-09-05T01:35:15.000Z
18.80,2019-09-05T01:34:45.000Z
18.78,2019-09-05T01:34:15.000Z
18.80,2019-09-05T01:33:45.000Z
18.78,2019-09-05T01:33:15.000Z
18.78,2019-09-05T01:32:45.000Z
18.77,2019-09-05T01:32:15.000Z
18.80,2019-09-05T01:31:45.000Z
18.78,2019-09-05T01:31:14.000Z
18.78,2019-09-05T01:30:44.000Z
18.78,2019-09-05T01:30:14.000Z
18.78,2019-09-05T01:29:44.000Z
18.78,2019-09-05T01:29:14.000Z
18.78,2019-09-05T01:28:44.000Z
18.78,2019-09-05T01:28:14.000Z
18.78,2019-09-05T01:27:44.000Z
18.77,2019-09-05T01:27:14.000Z
18.78,2019-09-05T01:26:44.000Z
18.77,2019-09-05T01:26:13.000Z
18.78,2019-09-05T01:25:43.000Z
18.78,2019-09-05T01:25:13.000Z
18.78,2019-09-05T01:24:43.000Z
18.80,2019-09-05T01:24:13.000Z
18.78,2019-09-05T01:23:43.000Z
18.80,2019-09-05T01:23:13.000Z
18.78,2019-09-05T01:22:43.000Z
18.80,2019-09-05T01:22:13.000Z
18.78,2019-09-05T01:21:42.000Z
18.80,2019-09-05T01:21:12.000Z
18.78,2019-09-05T01:20:42.000Z
18.81,2019-09-05T01:20:12.000Z
18.80,2019-09-05T01:19:42.000Z
18.80,2019-09-05T01:19:12.000Z
18.80,2019-09-05T01:18:42.000Z
18.80,2019-09-05T01:18:12.000Z
18.80,2019-09-05T01:17:42.000Z
18.80,2019-09-05T01:17:11.000Z
18.78,2019-09-05T01:16:41.000Z
18.78,2019-09-05T01:16:11.000Z
18.80,2019-09-05T01:15:41.000Z
18.80,2019-09-05T01:15:11.000Z
18.80,2019-09-05T01:14:41.000Z
18.80,2019-09-05T01:14:11.000Z
18.80,2019-09-05T01:13:41.000Z
18.78,2019-09-05T01:13:11.000Z
18.80,2019-09-05T01:12:40.000Z
18.81,2019-09-05T01:12:10.000Z
18.80,2019-09-05T01:11:40.000Z
18.81,2019-09-05T01:11:10.000Z
18.80,2019-09-05T01:10:40.000Z
18.80,2019-09-05T01:10:10.000Z
18.80,2019-09-05T01:09:40.000Z
18.81,2019-09-05T01:09:10.000Z
18.81,2019-09-05T01:08:40.000Z
18.80,2019-09-05T01:08:09.000Z
18.81,2019-09-05T01:07:39.000Z
18.81,2019-09-05T01:07:09.000Z
18.80,2019-09-05T01:06:39.000Z
18.81,2019-09-05T01:06:09.000Z
18.81,2019-09-05T01:05:39.000Z
18.80,2019-09-05T01:05:09.000Z
18.81,2019-09-05T01:04:39.000Z
18.81,2019-09-05T01:04:09.000Z
18.81,2019-09-05T01:03:39.000Z
18.81,2019-09-05T01:03:09.000Z
18.81,2019-09-05T01:02:39.000Z
18.83,2019-09-05T01:02:08.000Z
18.83,2019-09-05T01:01:38.000Z
18.81,2019-09-05T01:01:08.000Z
18.81,2019-09-05T01:00:38.000Z
18.83,2019-09-05T01:00:08.000Z
18.83,2019-09-05T00:59:38.000Z
18.83,2019-09-05T00:59:08.000Z
18.83,2019-09-05T00:58:38.000Z
18.83,2019-09-05T00:58:08.000Z
18.84,2019-09-05T00:57:38.000Z
18.83,2019-09-05T00:57:08.000Z
18.83,2019-09-05T00:56:37.000Z
18.83,2019-09-05T00:56:07.000Z
18.83,2019-09-05T00:55:37.000Z
18.83,2019-09-05T00:55:07.000Z
18.83,2019-09-05T00:54:37.000Z
18.83,2019-09-05T00:54:07.000Z
18.83,2019-09-05T00:53:37.000Z
18.84,2019-09-05T00:53:07.000Z
18.83,2019-09-05T00:52:37.000Z
18.83,2019-09-05T00:52:07.000Z
18.84,2019-09-05T00:51:37.000Z
18.83,2019-09-05T00:51:06.000Z
18.83,2019-09-05T00:50:36.000Z
18.83,2019-09-05T00:50:06.000Z
18.83,2019-09-05T00:49:36.000Z
18.83,2019-09-05T00:49:06.000Z
18.83,2019-09-05T00:48:36.000Z
18.84,2019-09-05T00:48:06.000Z
18.84,2019-09-05T00:47:36.000Z
18.83,2019-09-05T00:47:06.000Z
18.84,2019-09-05T00:46:36.000Z
18.84,2019-09-05T00:46:06.000Z
18.84,2019-09-05T00:45:36.000Z
18.84,2019-09-05T00:45:05.000Z
18.83,2019-09-05T00:44:35.000Z
18.84,2019-09-05T00:44:05.000Z
18.84,2019-09-05T00:43:35.000Z
18.84,2019-09-05T00:43:05.000Z
18.83,2019-09-05T00:42:35.000Z
18.84,2019-09-05T00:42:05.000Z
18.83,2019-09-05T00:41:35.000Z
18.84,2019-09-05T00:41:05.000Z
18.84,2019-09-05T00:40:35.000Z
18.86,2019-09-05T00:40:05.000Z
18.86,2019-09-05T00:39:34.000Z
18.84,2019-09-05T00:39:04.000Z
18.84,2019-09-05T00:38:34.000Z
18.86,2019-09-05T00:38:04.000Z
18.83,2019-09-05T00:37:34.000Z
18.86,2019-09-05T00:37:04.000Z
18.84,2019-09-05T00:36:34.000Z
18.86,2019-09-05T00:36:04.000Z
18.84,2019-09-05T00:35:34.000Z
18.84,2019-09-05T00:35:04.000Z
18.84,2019-09-05T00:34:34.000Z
18.83,2019-09-05T00:34:03.000Z
18.86,2019-09-05T00:33:33.000Z
18.86,2019-09-05T00:33:03.000Z
18.86,2019-09-05T00:32:33.000Z
18.86,2019-09-05T00:32:03.000Z
18.84,2019-09-05T00:31:33.000Z
18.84,2019-09-05T00:31:03.000Z
18.86,2019-09-05T00:30:33.000Z
18.86,2019-09-05T00:30:03.000Z
18.86,2019-09-05T00:29:33.000Z
18.86,2019-09-05T00:29:03.000Z
18.86,2019-09-05T00:28:32.000Z
18.86,2019-09-05T00:28:02.000Z
18.88,2019-09-05T00:27:32.000Z
18.86,2019-09-05T00:27:02.000Z
18.86,2019-09-05T00:26:32.000Z
18.86,2019-09-05T00:26:02.000Z
18.84,2019-09-05T00:25:32.000Z
18.84,2019-09-05T00:25:02.000Z
18.86,2019-09-05T00:24:32.000Z
18.84,2019-09-05T00:24:02.000Z
18.86,2019-09-05T00:23:32.000Z
18.88,2019-09-05T00:23:02.000Z
18.88,2019-09-05T00:22:31.000Z
18.86,2019-09-05T00:22:01.000Z
18.88,2019-09-05T00:21:31.000Z
18.86,2019-09-05T00:21:01.000Z
18.86,2019-09-05T00:20:31.000Z
18.88,2019-09-05T00:20:01.000Z
18.86,2019-09-05T00:19:31.000Z
18.88,2019-09-05T00:19:01.000Z
18.86,2019-09-05T00:18:31.000Z
18.88,2019-09-05T00:18:01.000Z
18.86,2019-09-05T00:17:31.000Z
18.86,2019-09-05T00:17:00.000Z
18.88,2019-09-05T00:16:30.000Z
18.88,2019-09-05T00:16:00.000Z
18.86,2019-09-05T00:15:30.000Z
18.86,2019-09-05T00:15:00.000Z
18.88,2019-09-05T00:14:30.000Z
18.86,2019-09-05T00:14:00.000Z
18.88,2019-09-05T00:13:30.000Z
18.88,2019-09-05T00:13:00.000Z
18.89,2019-09-05T00:12:30.000Z
18.88,2019-09-05T00:12:00.000Z
18.88,2019-09-05T00:11:29.000Z
18.88,2019-09-05T00:10:59.000Z
18.88,2019-09-05T00:10:29.000Z
18.88,2019-09-05T00:09:59.000Z
18.88,2019-09-05T00:09:29.000Z
18.88,2019-09-05T00:08:59.000Z
18.88,2019-09-05T00:08:29.000Z
18.89,2019-09-05T00:07:59.000Z
18.89,2019-09-05T00:07:29.000Z
18.89,2019-09-05T00:06:59.000Z
18.89,2019-09-05T00:06:29.000Z
18.89,2019-09-05T00:05:58.000Z
18.89,2019-09-05T00:05:28.000Z
18.89,2019-09-05T00:04:58.000Z
18.89,2019-09-05T00:04:28.000Z
18.89,2019-09-05T00:03:58.000Z
18.88,2019-09-05T00:03:28.000Z
18.89,2019-09-05T00:02:58.000Z
18.89,2019-09-05T00:02:28.000Z
18.89,2019-09-05T00:01:58.000Z
18.89,2019-09-05T00:01:28.000Z
18.88,2019-09-05T00:00:58.000Z
18.89,2019-09-05T00:00:28.000Z
18.89,2019-09-04T23:59:57.000Z
18.89,2019-09-04T23:59:27.000Z
18.88,2019-09-04T23:58:57.000Z
18.89,2019-09-04T23:58:27.000Z
18.88,2019-09-04T23:57:57.000Z
18.89,2019-09-04T23:57:27.000Z
18.89,2019-09-04T23:56:57.000Z
18.89,2019-09-04T23:56:27.000Z
18.88,2019-09-04T23:55:57.000Z
18.89,2019-09-04T23:55:27.000Z
18.89,2019-09-04T23:54:57.000Z
18.89,2019-09-04T23:54:26.000Z
18.90,2019-09-04T23:53:56.000Z
18.90,2019-09-04T23:53:26.000Z
18.90,2019-09-04T23:52:56.000Z
18.90,2019-09-04T23:52:26.000Z
18.89,2019-09-04T23:51:56.000Z
18.90,2019-09-04T23:51:26.000Z
18.90,2019-09-04T23:50:56.000Z
18.89,2019-09-04T23:50:26.000Z
18.89,2019-09-04T23:49:56.000Z
18.90,2019-09-04T23:49:26.000Z
18.90,2019-09-04T23:48:55.000Z
18.89,2019-09-04T23:48:25.000Z
18.89,2019-09-04T23:47:55.000Z
18.89,2019-09-04T23:47:25.000Z
18.90,2019-09-04T23:46:55.000Z
18.89,2019-09-04T23:46:25.000Z
18.89,2019-09-04T23:45:55.000Z
18.89,2019-09-04T23:45:25.000Z
18.90,2019-09-04T23:44:55.000Z
18.90,2019-09-04T23:44:25.000Z
18.90,2019-09-04T23:43:55.000Z
18.89,2019-09-04T23:43:25.000Z
18.89,2019-09-04T23:42:54.000Z
18.90,2019-09-04T23:42:24.000Z
18.90,2019-09-04T23:41:54.000Z
18.90,2019-09-04T23:41:24.000Z
18.90,2019-09-04T23:40:54.000Z
18.90,2019-09-04T23:40:24.000Z
18.90,2019-09-04T23:39:54.000Z
18.90,2019-09-04T23:39:24.000Z
18.90,2019-09-04T23:38:54.000Z
18.90,2019-09-04T23:38:24.000Z
18.90,2019-09-04T23:37:54.000Z
18.92,2019-09-04T23:37:23.000Z
18.90,2019-09-04T23:36:53.000Z
18.90,2019-09-04T23:36:23.000Z
18.93,2019-09-04T23:35:53.000Z
18.92,2019-09-04T23:35:23.000Z
18.92,2019-09-04T23:34:53.000Z
18.92,2019-09-04T23:34:23.000Z
18.90,2019-09-04T23:33:53.000Z
18.90,2019-09-04T23:33:23.000Z
18.92,2019-09-04T23:32:53.000Z
18.90,2019-09-04T23:32:23.000Z
18.92,2019-09-04T23:31:52.000Z
18.92,2019-09-04T23:31:22.000Z
18.92,2019-09-04T23:30:52.000Z
18.92,2019-09-04T23:30:22.000Z
18.92,2019-09-04T23:29:52.000Z
18.93,2019-09-04T23:29:22.000Z
18.93,2019-09-04T23:28:52.000Z
18.93,2019-09-04T23:28:22.000Z
18.93,2019-09-04T23:27:52.000Z
18.93,2019-09-04T23:27:22.000Z
18.93,2019-09-04T23:26:52.000Z
18.95,2019-09-04T23:26:21.000Z
18.93,2019-09-04T23:25:51.000Z
18.93,2019-09-04T23:25:21.000Z
18.93,2019-09-04T23:24:51.000Z
18.95,2019-09-04T23:24:21.000Z
18.93,2019-09-04T23:23:51.000Z
18.93,2019-09-04T23:23:21.000Z
18.95,2019-09-04T23:22:51.000Z
18.93,2019-09-04T23:22:21.000Z
18.95,2019-09-04T23:21:51.000Z
18.95,2019-09-04T23:21:21.000Z
18.95,2019-09-04T23:20:51.000Z
18.93,2019-09-04T23:20:20.000Z
18.95,2019-09-04T23:19:50.000Z
18.95,2019-09-04T23:19:20.000Z
18.95,2019-09-04T23:18:50.000Z
18.95,2019-09-04T23:18:20.000Z
18.95,2019-09-04T23:17:50.000Z
18.93,2019-09-04T23:17:20.000Z
18.95,2019-09-04T23:16:50.000Z
18.96,2019-09-04T23:16:20.000Z
18.95,2019-09-04T23:15:50.000Z
18.96,2019-09-04T23:15:20.000Z
18.96,2019-09-04T23:14:49.000Z
18.96,2019-09-04T23:14:19.000Z
18.96,2019-09-04T23:13:49.000Z
18.96,2019-09-04T23:13:19.000Z
18.96,2019-09-04T23:12:49.000Z
18.96,2019-09-04T23:12:19.000Z
18.96,2019-09-04T23:11:49.000Z
18.96,2019-09-04T23:11:19.000Z
18.96,2019-09-04T23:10:49.000Z
18.96,2019-09-04T23:10:19.000Z
18.96,2019-09-04T23:09:49.000Z
18.96,2019-09-04T23:09:18.000Z
18.96,2019-09-04T23:08:48.000Z
18.95,2019-09-04T23:08:18.000Z
18.96,2019-09-04T23:07:48.000Z
18.96,2019-09-04T23:07:18.000Z
18.98,2019-09-04T23:06:48.000Z
18.96,2019-09-04T23:06:18.000Z
18.95,2019-09-04T23:05:48.000Z
18.95,2019-09-04T23:05:18.000Z
18.98,2019-09-04T23:04:48.000Z
18.96,2019-09-04T23:04:18.000Z
18.98,2019-09-04T23:03:47.000Z
18.96,2019-09-04T23:03:17.000Z
18.96,2019-09-04T23:02:47.000Z
18.95,2019-09-04T23:02:17.000Z
18.96,2019-09-04T23:01:47.000Z
18.95,2019-09-04T23:01:17.000Z
18.98,2019-09-04T23:00:47.000Z
18.98,2019-09-04T23:00:17.000Z
18.99,2019-09-04T22:59:47.000Z
18.98,2019-09-04T22:59:17.000Z
18.98,2019-09-04T22:58:47.000Z
18.99,2019-09-04T22:58:16.000Z
18.99,2019-09-04T22:57:46.000Z
18.98,2019-09-04T22:57:16.000Z
18.99,2019-09-04T22:56:46.000Z
18.99,2019-09-04T22:56:16.000Z
18.98,2019-09-04T22:55:46.000Z
18.98,2019-09-04T22:55:16.000Z
18.99,2019-09-04T22:54:46.000Z
18.99,2019-09-04T22:54:16.000Z
19.00,2019-09-04T22:53:46.000Z
18.98,2019-09-04T22:53:16.000Z
19.00,2019-09-04T22:52:46.000Z
18.98,2019-09-04T22:52:15.000Z
18.98,2019-09-04T22:51:45.000Z
18.98,2019-09-04T22:51:15.000Z
18.99,2019-09-04T22:50:45.000Z
18.99,2019-09-04T22:50:15.000Z
18.96,2019-09-04T22:49:45.000Z
18.98,2019-09-04T22:49:15.000Z
18.96,2019-09-04T22:48:45.000Z
18.96,2019-09-04T22:48:15.000Z
18.98,2019-09-04T22:47:45.000Z
18.98,2019-09-04T22:47:15.000Z
18.96,2019-09-04T22:46:44.000Z
18.98,2019-09-04T22:46:14.000Z
18.98,2019-09-04T22:45:44.000Z
18.96,2019-09-04T22:45:14.000Z
18.96,2019-09-04T22:44:44.000Z
18.98,2019-09-04T22:44:14.000Z
18.99,2019-09-04T22:43:44.000Z
18.98,2019-09-04T22:43:14.000Z
18.98,2019-09-04T22:42:44.000Z
18.96,2019-09-04T22:42:14.000Z
18.96,2019-09-04T22:41:44.000Z
18.98,2019-09-04T22:41:13.000Z
18.96,2019-09-04T22:40:43.000Z
18.96,2019-09-04T22:40:13.000Z
18.96,2019-09-04T22:39:43.000Z
18.96,2019-09-04T22:39:13.000Z
18.98,2019-09-04T22:38:43.000Z
18.96,2019-09-04T22:38:13.000Z
18.98,2019-09-04T22:37:43.000Z
18.96,2019-09-04T22:37:13.000Z
18.96,2019-09-04T22:36:43.000Z
18.96,2019-09-04T22:36:13.000Z
18.98,2019-09-04T22:35:43.000Z
18.98,2019-09-04T22:35:12.000Z
18.96,2019-09-04T22:34:42.000Z
18.98,2019-09-04T22:34:12.000Z
18.98,2019-09-04T22:33:42.000Z
18.98,2019-09-04T22:33:12.000Z
18.98,2019-09-04T22:32:42.000Z
18.98,2019-09-04T22:32:12.000Z
18.98,2019-09-04T22:31:42.000Z
18.98,2019-09-04T22:31:12.000Z
18.98,2019-09-04T22:30:42.000Z
18.99,2019-09-04T22:30:12.000Z
18.98,2019-09-04T22:29:41.000Z
18.98,2019-09-04T22:29:11.000Z
18.99,2019-09-04T22:28:41.000Z
18.99,2019-09-04T22:28:11.000Z
18.96,2019-09-04T22:27:41.000Z
18.98,2019-09-04T22:27:11.000Z
18.98,2019-09-04T22:26:41.000Z
18.99,2019-09-04T22:26:11.000Z
18.99,2019-09-04T22:25:41.000Z
18.98,2019-09-04T22:25:11.000Z
18.99,2019-09-04T22:24:41.000Z
19.00,2019-09-04T22:24:10.000Z
18.98,2019-09-04T22:23:40.000Z
18.98,2019-09-04T22:23:10.000Z
18.98,2019-09-04T22:22:40.000Z
18.98,2019-09-04T22:22:10.000Z
18.98,2019-09-04T22:21:40.000Z
18.99,2019-09-04T22:21:10.000Z
18.98,2019-09-04T22:20:40.000Z
18.98,2019-09-04T22:20:10.000Z
18.99,2019-09-04T22:19:40.000Z
18.99,2019-09-04T22:19:10.000Z
18.98,2019-09-04T22:18:39.000Z
18.98,2019-09-04T22:18:09.000Z
18.98,2019-09-04T22:17:39.000Z
18.99,2019-09-04T22:17:09.000Z
19.00,2019-09-04T22:16:39.000Z
18.99,2019-09-04T22:16:09.000Z
18.99,2019-09-04T22:15:39.000Z
19.00,2019-09-04T22:15:09.000Z
19.00,2019-09-04T22:14:39.000Z
19.00,2019-09-04T22:14:09.000Z
19.00,2019-09-04T22:13:39.000Z
19.02,2019-09-04T22:13:09.000Z
19.02,2019-09-04T22:12:38.000Z
19.02,2019-09-04T22:12:08.000Z
19.02,2019-09-04T22:11:38.000Z
19.04,2019-09-04T22:11:08.000Z
19.04,2019-09-04T22:10:38.000Z
19.04,2019-09-04T22:10:08.000Z
19.07,2019-09-04T22:09:38.000Z
19.07,2019-09-04T22:09:08.000Z
19.04,2019-09-04T22:08:38.000Z
19.04,2019-09-04T22:08:08.000Z
19.04,2019-09-04T22:07:38.000Z
19.04,2019-09-04T22:07:07.000Z
19.04,2019-09-04T22:06:37.000Z
19.04,2019-09-04T22:06:07.000Z
19.02,2019-09-04T22:05:37.000Z
19.02,2019-09-04T22:05:07.000Z
19.02,2019-09-04T22:04:37.000Z
19.00,2019-09-04T22:04:07.000Z
19.02,2019-09-04T22:03:37.000Z
19.00,2019-09-04T22:03:07.000Z
19.02,2019-09-04T22:02:37.000Z
19.00,2019-09-04T22:02:07.000Z
18.99,2019-09-04T22:01:36.000Z
19.00,2019-09-04T22:01:06.000Z
19.00,2019-09-04T22:00:36.000Z
19.00,2019-09-04T22:00:06.000Z
19.00,2019-09-04T21:59:36.000Z
19.02,2019-09-04T21:59:06.000Z
19.00,2019-09-04T21:58:36.000Z
19.00,2019-09-04T21:58:06.000Z
19.00,2019-09-04T21:57:36.000Z
19.00,2019-09-04T21:57:06.000Z
19.02,2019-09-04T21:56:35.000Z
19.00,2019-09-04T21:56:05.000Z
19.02,2019-09-04T21:55:35.000Z
19.02,2019-09-04T21:55:05.000Z
19.02,2019-09-04T21:54:35.000Z
19.02,2019-09-04T21:54:05.000Z
19.02,2019-09-04T21:53:35.000Z
19.04,2019-09-04T21:53:05.000Z
19.02,2019-09-04T21:52:35.000Z
19.04,2019-09-04T21:52:05.000Z
19.04,2019-09-04T21:51:34.000Z
19.07,2019-09-04T21:51:04.000Z
19.07,2019-09-04T21:50:34.000Z
19.04,2019-09-04T21:50:04.000Z
19.04,2019-09-04T21:49:34.000Z
19.04,2019-09-04T21:49:04.000Z
19.04,2019-09-04T21:48:34.000Z
19.04,2019-09-04T21:48:04.000Z
19.07,2019-09-04T21:47:34.000Z
19.07,2019-09-04T21:47:03.000Z
19.07,2019-09-04T21:46:33.000Z
19.07,2019-09-04T21:46:03.000Z
19.07,2019-09-04T21:45:33.000Z
19.07,2019-09-04T21:45:03.000Z
19.07,2019-09-04T21:44:33.000Z
19.07,2019-09-04T21:44:03.000Z
19.09,2019-09-04T21:43:33.000Z
19.07,2019-09-04T21:43:03.000Z
19.09,2019-09-04T21:42:33.000Z
19.09,2019-09-04T21:42:02.000Z
19.11,2019-09-04T21:41:32.000Z
19.12,2019-09-04T21:41:02.000Z
19.12,2019-09-04T21:40:32.000Z
19.12,2019-09-04T21:40:02.000Z
19.14,2019-09-04T21:39:32.000Z
19.14,2019-09-04T21:39:02.000Z
19.14,2019-09-04T21:38:32.000Z
19.16,2019-09-04T21:38:02.000Z
19.18,2019-09-04T21:37:32.000Z
19.21,2019-09-04T21:37:01.000Z
19.22,2019-09-04T21:36:31.000Z
19.26,2019-09-04T21:36:01.000Z
19.27,2019-09-04T21:35:31.000Z
19.33,2019-09-04T21:35:01.000Z
19.37,2019-09-04T21:34:31.000Z
19.41,2019-09-04T21:34:01.000Z
19.49,2019-09-04T21:33:31.000Z
19.58,2019-09-04T21:33:01.000Z
19.69,2019-09-04T21:32:30.000Z
19.82,2019-09-04T21:32:00.000Z
19.96,2019-09-04T21:31:30.000Z
20.21,2019-09-04T21:31:00.000Z
20.50,2019-09-04T21:30:30.000Z
